,CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
121,16,2,2017,23,2,2017,H1B,NANSHAN AMERICA ADVANCED ALUMINUM TECHNOLOGIES LLC,IN,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,339999.0,1,Y,52957.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,52957.0,65000.0,Year,N,N,IN,47905,CERTIFIED
122,22,3,2017,28,3,2017,H1B,CLOUD BIG DATA TECHNOLOGIES LLC,TX,UNITED STATES OF AMERICA,ARCHITECTURE,541511.0,1,Y,46301.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,65000.0,Year,N,N,TX,75234,CERTIFIED
123,15,12,2016,20,12,2016,H1B,DELOITTE CONSULTING LLP,PA,UNITED STATES OF AMERICA,MARKETING,54161.0,15,Y,62213.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,62000.0,105000.0,Year,N,N,FL,32746,DENIED
124,17,11,2016,18,11,2016,H1B,MORGAN STANLEY SERVICES GROUP INC,NY,UNITED STATES OF AMERICA,SCIENTIST,523110.0,1,Y,131997.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,140000.0,0.0,Year,N,N,NY,10577,DENIED
125,20,2,2017,24,2,2017,H1B,LLAMASOFT INC,MI,UNITED STATES OF AMERICA,ENGINEERS,541614.0,1,Y,79227.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,81341.0,0.0,Year,N,N,MI,48104,CERTIFIED
127,17,3,2017,23,3,2017,H1B,ORACLE AMERICA INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,512210.0,2,Y,95960.0,Year,Other,2017.0,RADFORD GLOBAL SURVEY,95960.0,146173.0,Year,N,N,PA,19428,DENIED
128,8,6,2017,14,6,2017,H1B,BLACKWELL GLOBAL CONSULTING LLC,IL,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,107682.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,108747.0,0.0,Year,N,N,IL,61791,CERTIFIED
129,7,2,2017,9,2,2017,H1B,GEORGIA STATE UNIVERSITY,GA,UNITED STATES OF AMERICA,MANAGERS,611310.0,1,Y,41434.0,Year,OES,2016.0,NONE,48000.0,0.0,Year,N,N,GA,30303,DENIED
131,9,6,2017,15,6,2017,H1B,TECHNOCRAFTS INC,VA,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,70013.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,70803.0,0.0,Year,N,N,MD,20850,CERTIFIED
132,25,2,2016,17,4,2017,H1B,CLEARLITE INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,63877.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,Y,N,NJ,8854,CERTIFIEDWITHDRAWN
133,6,3,2017,6,6,2017,H1B,EXPERIS US INC,WI,UNITED STATES OF AMERICA,ANALYSTS,541690.0,1,Y,36.51,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,36.51,70.0,Hour,N,N,OR,97209,CERTIFIEDWITHDRAWN
135,12,4,2017,18,4,2017,H1B,TECA PRINT USA,MA,UNITED STATES OF AMERICA,ENGINEERS,333293.0,1,Y,55515.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55515.0,0.0,Year,N,N,MA,1890,DENIED
136,16,2,2017,23,2,2017,H1B,BRIO SYSTEMS INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,46301.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,46301.0,0.0,Year,N,N,TX,75074,DENIED
137,28,2,2017,6,3,2017,H1B,ZS ASSOCIATES INC,IL,UNITED STATES OF AMERICA,MARKETING,541613.0,7,Y,108555.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,108555.0,0.0,Year,N,N,NY,10118,CERTIFIED
138,21,5,2014,25,10,2016,H1B,LOUISIANA STATE UNIVERSITY AND A and M COLLEGE,LA,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,38834.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,45993.0,0.0,Year,N,N,LA,70803,CERTIFIEDWITHDRAWN
139,18,11,2016,21,11,2016,H1B,BOIES SCHILLER and FLEXNER LLP,NY,UNITED STATES OF AMERICA,SCIENTIST,541110.0,1,Y,132392.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,210000.0,0.0,Year,N,N,DC,20005,DENIED
140,13,3,2017,17,3,2017,H1B,JPMORGAN CHASE and CO,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,551112.0,1,Y,90584.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,95880.0,0.0,Year,N,N,OH,43240,CERTIFIED
141,12,1,2017,19,1,2017,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,104936.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,104936.0,0.0,Year,Y,N,NY,10001,CERTIFIED
143,7,3,2017,13,3,2017,H1B,BROOK CONSULTANTS INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,60798.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60798.0,0.0,Year,N,N,TX,75080,CERTIFIED
144,4,4,2017,6,4,2017,H1B,NT BUILDERS LLC,CO,UNITED STATES OF AMERICA,MARKETING,236116.0,1,Y,58157.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,CO,80202,DENIED
145,18,1,2017,25,1,2017,H1B,SDL INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541930.0,1,Y,66518.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,80000.0,Year,N,N,CA,95131,CERTIFIEDWITHDRAWN
146,19,4,2017,25,4,2017,H1B,AS SAFA INSTITUTE LLC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611110.0,1,Y,73403.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73403.0,0.0,Year,N,N,CA,95117,CERTIFIED
148,6,3,2017,10,3,2017,H1B,TYCO ELECTRONICS SUBSEA COMMUNICATIONS LLC A TE CONNECTIVITY LTD CO,NJ,UNITED STATES OF AMERICA,ENGINEERS,517910.0,1,Y,72363.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,73000.0,83000.0,Year,N,N,NJ,7724,CERTIFIED
149,9,12,2014,14,4,2017,H1B,RIDOUT BARRETT and CO PC,TX,UNITED STATES OF AMERICA,ANALYSTS,541211.0,1,Y,42016.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,43680.0,0.0,Year,N,N,TX,78216,CERTIFIEDWITHDRAWN
150,9,3,2017,14,3,2017,H1B,AB SCIEX LLC,MA,UNITED STATES OF AMERICA,PUBLIC RELATIONS,334516.0,1,Y,94411.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,128000.0,0.0,Year,N,N,MA,1701,DENIED
151,12,1,2017,19,1,2017,E3 Australian,JACK MORTON WORLDWIDE INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541810.0,1,Y,108389.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,120000.0,140000.0,Year,,,CA,94111,CERTIFIED
152,26,2,2017,28,2,2017,H1B,RAISER TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,DOCTORS,541511.0,1,Y,61500.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,61500.0,0.0,Year,Y,N,IL,60504,DENIED
153,5,5,2017,9,5,2017,H1B,UNIVERSITIES SPACE RESEARCH ASSOCIATION,MD,UNITED STATES OF AMERICA,SCIENTIST,541712.0,1,Y,90106.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,108000.0,0.0,Year,N,N,CA,94043,DENIED
154,23,1,2017,27,1,2017,H1B,STRATERA TECHNOLOGIES INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,90646.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,120000.0,0.0,Year,N,N,VA,22314,CERTIFIED
155,12,3,2017,16,3,2017,H1B,DFUSE TECHNOLOGIES INC,VA,UNITED STATES OF AMERICA,IT MANAGERS,541511.0,1,Y,70803.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85000.0,0.0,Year,N,N,VA,20165,CERTIFIED
156,22,2,2017,23,2,2017,H1B,MARTIN POWELL LLC,TX,UNITED STATES OF AMERICA,SCIENTIST,518210.0,1,Y,85240.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,85000.0,105000.0,Year,N,N,TX,75234,DENIED
157,13,1,2017,22,6,2017,E3 Australian,KORN/FERRY INTERNATIONAL FUTURESTEP INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541612.0,1,Y,85946.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,150000.0,0.0,Year,,,CA,90067,CERTIFIEDWITHDRAWN
158,3,4,2017,7,4,2017,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,57886.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,62500.0,94500.0,Year,Y,N,TN,38117,CERTIFIED
159,17,3,2017,23,3,2017,H1B,PALM BEACH ACCOUNTABLE CARE ORGANIZATION LLC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,561110.0,1,Y,53394.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55000.0,0.0,Year,N,N,FL,33406,DENIED
161,2,5,2017,5,5,2017,H1B,IXIA,CA,UNITED STATES OF AMERICA,PUBLIC RELATIONS,334220.0,1,Y,102000.0,Year,Other,2017.0,RADFORD GLOBAL SURVEY,102000.0,114400.0,Year,N,N,WA,98052,DENIED
163,4,10,2016,11,10,2016,H1B,EVEREST CONSULTING GROUP INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,73091.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,CA,95134,CERTIFIED
165,27,2,2017,1,3,2017,H1B,YELLOWPAGESCOM,CA,UNITED STATES OF AMERICA,SCIENTIST,541890.0,1,Y,75941.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75941.0,0.0,Year,N,N,CA,91203,DENIED
167,8,12,2016,14,12,2016,H1B,HCL AMERICA INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,91603.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,91603.0,112000.0,Year,Y,N,CT,6114,CERTIFIED
168,17,2,2017,22,2,2017,H1B,BULLARD FARMS LLC,GA,UNITED STATES OF AMERICA,MULTIMEDIA ARTISTS AND ANIMATORS,11292.0,1,Y,32573.0,Year,Other,2016.0,GEORGIA DEPARTMENT OF LABOR OCCUPATIONAL WAGES,900.0,1000.0,Week,N,N,GA,30127,DENIED
169,15,3,2017,21,3,2017,H1B,SUNSTATE COMPANIES LLC,NV,UNITED STATES OF AMERICA,ENGINEERS,54132.0,1,Y,13.43,Hour,OES,2017.0,OFLC ONLINE DATA CENTER,18.0,0.0,Hour,N,N,NV,89118,CERTIFIED
172,24,3,2016,25,3,2017,H1B,VIRTUAL MATRIX CORPORATION,MN,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,62234.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,71000.0,0.0,Year,Y,N,MN,55435,CERTIFIEDWITHDRAWN
173,10,3,2015,8,2,2017,H1B,IU HEALTH CARE ASSOCIATES INC,IN,UNITED STATES OF AMERICA,ACCOUNTANTS,621111.0,1,Y,172119.0,Year,Other,2014.0,HOSPITAL AND HEALTHCARE COMPENSATION SERVICE PHYSICIAN SALARY SURVEY,185000.0,0.0,Year,N,N,IN,46123,CERTIFIEDWITHDRAWN
174,3,3,2016,5,4,2017,H1B,SDLC MANAGEMENT INC,PA,UNITED STATES OF AMERICA,ANALYSTS,5613.0,1,Y,48235.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,48500.0,58000.0,Year,Y,N,PA,15222,CERTIFIEDWITHDRAWN
175,10,3,2016,18,10,2016,H1B,MOGIMO INC,NY,UNITED STATES OF AMERICA,ANALYSTS,541613.0,1,Y,38355.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,72000.0,0.0,Year,N,N,NY,10007,CERTIFIEDWITHDRAWN
176,25,1,2017,31,1,2017,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,73092.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73092.0,0.0,Year,Y,N,NC,27709,CERTIFIED
179,2,2,2017,7,2,2017,H1B,VARKAIN LLC,NV,UNITED STATES OF AMERICA,HEALTHCARE,52399.0,1,Y,59176.0,Year,OES,2017.0,NONE,59176.0,0.0,Year,N,N,NV,89118,DENIED
180,27,2,2017,3,3,2017,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,541511.0,1,Y,77563.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,78278.0,0.0,Year,Y,N,PA,19335,CERTIFIED
183,12,10,2016,18,10,2016,H1B,KLA TENCOR CORPORATION,CA,UNITED STATES OF AMERICA,EDUCATION,333314.0,1,Y,109616.0,Year,Other,2016.0,RADFORD GLOBAL SURVEY,110000.0,0.0,Year,N,N,CA,95035,CERTIFIED
185,24,2,2017,28,6,2017,H1B,SILICON LABORATORIES INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541330.0,1,Y,88067.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,88067.0,110706.0,Year,N,N,MA,2210,CERTIFIEDWITHDRAWN
186,13,12,2016,14,1,2017,H1B,DB SERVICES NJ INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523110.0,1,Y,57782.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,63900.0,0.0,Year,N,N,FL,32256,CERTIFIEDWITHDRAWN
187,16,6,2017,22,6,2017,H1B,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,OH,UNITED STATES OF AMERICA,ENGINEERS,6221.0,1,Y,53307.0,Year,Other,2016.0,AAMC SURVEY OF RESIDENT FELLOW STIPENDS,55800.0,0.0,Year,N,N,OH,44106,CERTIFIED
188,23,2,2017,1,3,2017,H1B,INABIA SOFTWARE and CONSULTING INC,WA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512.0,1,Y,89699.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,76315.0,0.0,Year,N,N,WA,98052,DENIED
189,15,9,2015,1,5,2017,H1B,ECLINICALWORKS LLC,MA,UNITED STATES OF AMERICA,ANALYSTS,541519.0,1,Y,69285.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,69500.0,110000.0,Year,Y,N,MA,1581,CERTIFIEDWITHDRAWN
191,22,11,2016,29,11,2016,H1B,BLUE CROSS BLUE SHIELD OF MICHIGAN BCBSM,MI,UNITED STATES OF AMERICA,ANALYSTS,524114.0,1,Y,82014.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,88000.0,98000.0,Year,N,N,MI,48226,CERTIFIED
192,28,2,2017,6,3,2017,H1B,JOYALUKKAS JEWELRY NEW JERSEY INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,448310.0,1,Y,55744.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,NJ,8820,DENIED
193,25,6,2014,10,5,2017,H1B,APPLE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334111.0,1,Y,134534.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,135000.0,155000.0,Year,N,N,CA,95014,CERTIFIEDWITHDRAWN
194,21,4,2017,27,4,2017,H1B,NESS USA INC,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,66414.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85000.0,100000.0,Year,Y,N,ID,83702,DENIED
195,27,2,2016,7,10,2016,H1B,POLYGON IT SOLUTIONS LLC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,51979.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,MI,48335,CERTIFIEDWITHDRAWN
196,22,3,2017,28,3,2017,H1B,UNIVERSITY OF ARKANSAS,AR,UNITED STATES OF AMERICA,IT MANAGERS,611310.0,1,Y,41434.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,41500.0,0.0,Year,N,N,AR,72701,CERTIFIED
197,12,5,2017,18,5,2017,H1B,BRANDEIS UNIVERSITY,MA,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,N,16.6,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,32.96,0.0,Hour,N,N,MA,2453,CERTIFIED
198,3,2,2017,9,2,2017,H1B,THE JOHNS HOPKINS UNIVERSITY,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611310.0,1,Y,46530.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,52000.0,0.0,Year,N,N,MD,21287,CERTIFIED
199,19,6,2017,23,6,2017,H1B,SYNECHRON INC,FL,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,94557.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,92400.0,0.0,Year,Y,N,VA,20166,DENIED
200,11,5,2016,25,5,2017,H1B,UNIVERSITY OF CONNECTICUT HEALTH CENTER,CT,UNITED STATES OF AMERICA,SCIENTIST,611310.0,1,Y,43692.0,Year,CBA,2016.0,NONE,49152.0,0.0,Year,N,N,CT,6032,CERTIFIEDWITHDRAWN
201,10,3,2016,3,11,2016,E3 Australian,DANIEL J EDELMAN INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541820.0,1,Y,101566.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,160000.0,0.0,Year,,,WA,98101,CERTIFIEDWITHDRAWN
202,28,3,2017,3,4,2017,H1B,FREMONT VETERINARY CLINIC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54194.0,1,Y,100277.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,100277.0,0.0,Year,N,N,CA,95205,DENIED
203,27,1,2017,7,4,2017,H1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TX,UNITED STATES OF AMERICA,ANALYSTS,541512.0,15,Y,66331.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,66331.0,0.0,Year,Y,N,DC,20005,CERTIFIEDWITHDRAWN
206,3,1,2017,9,1,2017,H1B1 Singapore,NUS AMERICA INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523999.0,1,Y,56035.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,56050.0,0.0,Year,,,CA,94085,CERTIFIED
207,5,3,2014,7,10,2016,H1B,SKILLSIGHT INC,FL,UNITED STATES OF AMERICA,ACCOUNTANTS,541511.0,1,Y,46634.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,NC,27513,CERTIFIEDWITHDRAWN
208,2,3,2016,18,1,2017,H1B,TESLA MOTORS INC,CA,UNITED STATES OF AMERICA,ANALYSTS,336111.0,1,Y,76274.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,76274.0,0.0,Year,N,N,CA,94304,CERTIFIEDWITHDRAWN
210,12,5,2016,29,12,2016,H1B,ADS ALLIANCE DATA SYSTEMS INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541910.0,1,Y,86200.0,Year,Other,2015.0,WILLIS TOWERS WATSON SURVEY,98856.21,0.0,Year,N,N,TX,75039,CERTIFIEDWITHDRAWN
211,1,10,2014,29,11,2016,H1B,COLORADO SCHOOL OF MINES,CO,UNITED STATES OF AMERICA,ACCOUNTANTS,611310.0,1,Y,37794.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,37794.0,53892.0,Year,N,N,CO,80401,CERTIFIEDWITHDRAWN
212,10,3,2017,16,3,2017,H1B,TOOELE COUNTY SCHOOL DISTRICT,UT,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611110.0,1,Y,36035.0,Year,CBA,2016.0,NONE,36065.0,0.0,Year,N,N,UT,84029,DENIED
214,6,3,2017,8,3,2017,H1B,GOLFIO INC,CA,UNITED STATES OF AMERICA,ENGINEERS ,423910.0,1,N,21.02,Hour,Other,2017.0,OFLC ONLINE DATA CENTER,21.02,0.0,Hour,N,N,CA,91789,DENIED
215,4,4,2017,11,4,2017,H1B,CARING ANGELS INC,NY,UNITED STATES OF AMERICA,ANALYSTS,621610.0,2,N,27.98,Hour,Other,2017.0,OFLC ONLINE DATA CENTER,27.98,0.0,Hour,N,N,NY,11377,DENIED
216,5,1,2017,9,1,2017,H1B,UNIVERSITY OF WISCONSIN PLATTEVILLE,WI,UNITED STATES OF AMERICA,HEALTHCARE,611310.0,1,Y,64840.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,64840.0,0.0,Year,N,N,WI,53818,DENIED
220,22,3,2016,25,1,2017,H1B,SAGE IT INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,60133.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,60133.0,0.0,Year,Y,N,TX,75034,CERTIFIEDWITHDRAWN
221,23,3,2017,30,3,2017,H1B,AUTO BOUTIQUE,FL,UNITED STATES OF AMERICA,ANALYSTS,44112.0,1,Y,19.0,Hour,OES,2016.0,NONE,19.0,0.0,Hour,Y,N,FL,32211,DENIED
222,6,3,2017,15,5,2017,H1B,SELECTIVA SYSTEMS INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,33,Y,94619.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,96000.0,0.0,Year,Y,N,CA,95131,CERTIFIEDWITHDRAWN
223,18,1,2017,19,1,2017,H1B,ALIS CATERING AND EVENT MANAGEMENT,IL,UNITED STATES OF AMERICA,MULTIMEDIA ARTISTS AND ANIMATORS,72232.0,1,Y,39104.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,42000.0,43000.0,Year,Y,N,IL,60193,DENIED
224,13,10,2016,17,10,2016,H1B,LISKOW and LEWIS APLC,LA,UNITED STATES OF AMERICA,SCIENTIST,541110.0,1,Y,56680.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,56680.0,0.0,Year,N,N,TX,77002,DENIED
225,22,2,2017,27,2,2017,H1B,ATKINS NORTH AMERICA INC,FL,UNITED STATES OF AMERICA,MARKETING,541990.0,1,Y,56600.0,Year,Other,2016.0,WILLIS TOWERS WATSON SURVEY,56600.0,67000.0,Year,N,N,GA,30328,DENIED
226,10,4,2017,12,4,2017,H1B,APPHARBOR INC,CA,UNITED STATES OF AMERICA,EDUCATION,541990.0,1,Y,196747.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,206170.0,0.0,Year,N,N,NY,10011,DENIED
228,16,3,2017,21,3,2017,E3 Australian,TRANGS GROUP USA INC,CA,UNITED STATES OF AMERICA,HEALTHCARE,311712.0,1,Y,54434.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,165000.0,0.0,Year,,,CA,92841,DENIED
230,9,9,2014,26,4,2017,H1B,MICROSOFT CORPORATION,WA,UNITED STATES OF AMERICA,ANALYSTS,51121.0,1,Y,91104.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,145337.0,0.0,Year,N,N,NY,10036,CERTIFIEDWITHDRAWN
232,4,5,2017,9,5,2017,H1B,AVITAS SYSTEMS INC,WI,UNITED STATES OF AMERICA,EDUCATION,334510.0,1,Y,122949.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,122949.0,132949.0,Year,N,N,CA,94583,DENIED
233,17,1,2017,23,1,2017,H1B,AMAZECH SOLUTIONS LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,97552.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,97552.0,0.0,Year,Y,N,CA,94954,CERTIFIED
234,8,3,2017,10,3,2017,H1B,PROGRESS SOLUTIONS INC,TX,UNITED STATES OF AMERICA,DOCTORS,541511.0,1,Y,41870.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,CA,92704,DENIED
235,30,5,2017,5,6,2017,H1B,SPENSYS INC,MD,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,64979.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,NC,27560,CERTIFIED
237,21,10,2016,27,10,2016,H1B,CLOUDPOINT SYSTEMS INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,70616.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,N,N,TX,77478,CERTIFIED
238,13,9,2013,2,3,2017,H1B,SYNERZY SOFTWARE SOLUTIONS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,66123.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,73500.0,74000.0,Year,Y,Y,CO,80129,CERTIFIEDWITHDRAWN
240,30,1,2017,26,4,2017,H1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TX,UNITED STATES OF AMERICA,ANALYSTS,541512.0,30,Y,75941.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75941.0,0.0,Year,Y,N,OR,97232,CERTIFIEDWITHDRAWN
241,22,3,2017,28,3,2017,H1B,DELOITTE and TOUCHE LLP,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54121.0,15,Y,73986.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,129000.0,0.0,Year,N,N,TN,37203,CERTIFIED
242,10,2,2017,16,2,2017,H1B,UNITED AIRLINES INC,IL,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,48111.0,1,Y,69763.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,100000.0,0.0,Year,N,N,IL,60606,CERTIFIED
243,21,12,2016,28,12,2016,H1B,MROADS LLC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,58802.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,58802.0,0.0,Year,Y,N,TX,76092,CERTIFIED
244,21,2,2017,5,6,2017,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,10,Y,65021.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65021.0,0.0,Year,Y,N,NY,13202,CERTIFIEDWITHDRAWN
245,16,5,2014,27,10,2016,H1B,MICROSOFT CORPORATION,WA,UNITED STATES OF AMERICA,ANALYSTS,51121.0,1,Y,87547.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,106465.0,0.0,Year,N,N,WA,98052,CERTIFIEDWITHDRAWN
